"2021-12-14 16:28:34 [restartedMain] INFO  c.s.jdbc.TeachersJdbcApplication - Starting TeachersJdbcApplication using Java 1.8.0_271 on DESKTOP-TUF68GU with PID 29068 (C:\Users\DADAK\Redbaton\Uniphore\umr-acw-services\TeachersJDBC+SB+Swagger&&Loger\target\classes started by DADAK in C:\Users\DADAK\Redbaton\Uniphore\umr-acw-services\TeachersJDBC+SB+Swagger&&Loger)
""2021-12-14 16:32:50 [restartedMain] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
""2021-12-14 16:32:50 [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
""2021-12-14 16:32:50 [restartedMain] INFO  c.s.jdbc.TeachersJdbcApplication - Started TeachersJdbcApplication in 0.53 seconds (JVM running for 186.384)
""2021-12-14 16:32:50 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
""2021-12-14 16:37:17 [Thread-19] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-3 - Shutdown initiated...
""2021-12-14 16:37:17 [Thread-19] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-3 - Shutdown completed.
""2021-12-14 16:37:17 [restartedMain] INFO  c.s.jdbc.TeachersJdbcApplication - Starting TeachersJdbcApplication using Java 1.8.0_271 on DESKTOP-TUF68GU with PID 9100 (C:\Users\DADAK\Redbaton\Uniphore\umr-acw-services\TeachersJDBC+SB+Swagger&&Loger\target\classes started by DADAK in C:\Users\DADAK\Redbaton\Uniphore\umr-acw-services\TeachersJDBC+SB+Swagger&&Loger)
""2021-12-14 16:37:17 [restartedMain] DEBUG c.s.jdbc.TeachersJdbcApplication - Running with Spring Boot v2.5.7, Spring v5.3.13
""2021-12-14 16:37:17 [restartedMain] INFO  c.s.jdbc.TeachersJdbcApplication - No active profile set, falling back to default profiles: default
""2021-12-14 16:37:17 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JDBC repositories in DEFAULT mode.
""2021-12-14 16:37:17 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 2 ms. Found 0 JDBC repository interfaces.
""2021-12-14 16:37:17 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9899 (http)
""2021-12-14 16:37:17 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2021-12-14 16:37:17 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.55]
""2021-12-14 16:37:17 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2021-12-14 16:37:17 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 308 ms
""2021-12-14 16:37:17 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-4 - Starting...
""2021-12-14 16:37:17 [restartedMain] WARN  c.z.hikari.util.DriverDataSource - Registered driver with driverClassName=com.mysql.jdbc.Driver was not found, trying direct instantiation.
""2021-12-14 16:37:17 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-4 - Start completed.
""2021-12-14 16:37:17 [restartedMain] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:mysql://localhost:3306/jdbccrud'
""2021-12-14 16:37:17 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
""2021-12-14 16:37:17 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
""2021-12-14 16:37:17 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9899 (http) with context path ''
""2021-12-14 16:37:17 [restartedMain] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Context refreshed
""2021-12-14 16:37:17 [restartedMain] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
""2021-12-14 16:37:17 [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
""2021-12-14 16:37:17 [restartedMain] INFO  c.s.jdbc.TeachersJdbcApplication - Started TeachersJdbcApplication in 0.58 seconds (JVM running for 453.441)
""2021-12-14 16:37:17 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
""2021-12-14 16:37:34 [Thread-25] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-4 - Shutdown initiated...
""2021-12-14 16:37:34 [Thread-25] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-4 - Shutdown completed.
""2021-12-14 16:37:35 [restartedMain] INFO  c.s.jdbc.TeachersJdbcApplication - Starting TeachersJdbcApplication using Java 1.8.0_271 on DESKTOP-TUF68GU with PID 9100 (C:\Users\DADAK\Redbaton\Uniphore\umr-acw-services\TeachersJDBC+SB+Swagger&&Loger\target\classes started by DADAK in C:\Users\DADAK\Redbaton\Uniphore\umr-acw-services\TeachersJDBC+SB+Swagger&&Loger)
""2021-12-14 16:37:35 [restartedMain] INFO  c.s.jdbc.TeachersJdbcApplication - No active profile set, falling back to default profiles: default
""2021-12-14 16:37:35 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JDBC repositories in DEFAULT mode.
""2021-12-14 16:37:35 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 2 ms. Found 0 JDBC repository interfaces.
""2021-12-14 16:37:35 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9899 (http)
""2021-12-14 16:37:35 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2021-12-14 16:37:35 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.55]
""2021-12-14 16:37:35 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2021-12-14 16:37:35 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 278 ms
""2021-12-14 16:37:35 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Starting...
""2021-12-14 16:37:35 [restartedMain] WARN  c.z.hikari.util.DriverDataSource - Registered driver with driverClassName=com.mysql.jdbc.Driver was not found, trying direct instantiation.
""2021-12-14 16:37:35 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Start completed.
""2021-12-14 16:37:35 [restartedMain] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:mysql://localhost:3306/jdbccrud'
""2021-12-14 16:37:35 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
""2021-12-14 16:37:35 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
""2021-12-14 16:37:35 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9899 (http) with context path ''
""2021-12-14 16:37:35 [restartedMain] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Context refreshed
""2021-12-14 16:37:35 [restartedMain] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
""2021-12-14 16:37:35 [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
""2021-12-14 16:37:35 [restartedMain] INFO  c.s.jdbc.TeachersJdbcApplication - Started TeachersJdbcApplication in 0.536 seconds (JVM running for 470.964)
""2021-12-14 16:37:35 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
""2021-12-14 16:37:42 [restartedMain] INFO  c.s.jdbc.TeachersJdbcApplication - Starting TeachersJdbcApplication using Java 1.8.0_271 on DESKTOP-TUF68GU with PID 6100 (C:\Users\DADAK\Redbaton\Uniphore\umr-acw-services\TeachersJDBC+SB+Swagger&&Loger\target\classes started by DADAK in C:\Users\DADAK\Redbaton\Uniphore\umr-acw-services\TeachersJDBC+SB+Swagger&&Loger)
""2021-12-14 16:37:42 [restartedMain] INFO  c.s.jdbc.TeachersJdbcApplication - No active profile set, falling back to default profiles: default
""2021-12-14 16:37:42 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
""2021-12-14 16:37:42 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
""2021-12-14 16:37:42 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JDBC repositories in DEFAULT mode.
""2021-12-14 16:37:42 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 6 ms. Found 0 JDBC repository interfaces.
""2021-12-14 16:37:43 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9899 (http)
""2021-12-14 16:37:43 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2021-12-14 16:37:43 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.55]
""2021-12-14 16:37:43 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2021-12-14 16:37:43 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1292 ms
""2021-12-14 16:37:43 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
""2021-12-14 16:37:43 [restartedMain] WARN  c.z.hikari.util.DriverDataSource - Registered driver with driverClassName=com.mysql.jdbc.Driver was not found, trying direct instantiation.
""2021-12-14 16:37:43 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
""2021-12-14 16:37:43 [restartedMain] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:mysql://localhost:3306/jdbccrud'
""2021-12-14 16:37:44 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
""2021-12-14 16:37:44 [restartedMain] WARN  o.s.b.d.a.OptionalLiveReloadServer - Unable to start LiveReload server
""2021-12-14 16:37:44 [restartedMain] WARN  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.context.ApplicationContextException: Failed to start bean 'webServerStartStop'; nested exception is org.springframework.boot.web.server.PortInUseException: Port 9899 is already in use
""2021-12-14 16:37:44 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
""2021-12-14 16:37:44 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
""2021-12-14 16:37:44 [restartedMain] INFO  o.a.catalina.core.StandardService - Stopping service [Tomcat]
""2021-12-14 16:37:44 [restartedMain] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
""2021-12-14 16:37:44 [restartedMain] ERROR o.s.b.d.LoggingFailureAnalysisReporter - 

***************************
APPLICATION FAILED TO START
***************************

Description:

Web server failed to start. Port 9899 was already in use.

Action:

Identify and stop the process that's listening on port 9899 or configure this application to listen on another port.

""2021-12-14 16:38:30 [restartedMain] INFO  c.s.jdbc.TeachersJdbcApplication - Starting TeachersJdbcApplication using Java 1.8.0_271 on DESKTOP-TUF68GU with PID 24308 (C:\Users\DADAK\Redbaton\Uniphore\umr-acw-services\TeachersJDBC+SB+Swagger&&Loger\target\classes started by DADAK in C:\Users\DADAK\Redbaton\Uniphore\umr-acw-services\TeachersJDBC+SB+Swagger&&Loger)
""2021-12-14 16:38:30 [restartedMain] INFO  c.s.jdbc.TeachersJdbcApplication - No active profile set, falling back to default profiles: default
""2021-12-14 16:38:30 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
""2021-12-14 16:38:30 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
""2021-12-14 16:38:31 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JDBC repositories in DEFAULT mode.
""2021-12-14 16:38:31 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7 ms. Found 0 JDBC repository interfaces.
""2021-12-14 16:38:32 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9899 (http)
""2021-12-14 16:38:32 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2021-12-14 16:38:32 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.55]
""2021-12-14 16:38:32 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2021-12-14 16:38:32 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1340 ms
""2021-12-14 16:38:32 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
""2021-12-14 16:38:32 [restartedMain] WARN  c.z.hikari.util.DriverDataSource - Registered driver with driverClassName=com.mysql.jdbc.Driver was not found, trying direct instantiation.
""2021-12-14 16:38:32 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
""2021-12-14 16:38:32 [restartedMain] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:mysql://localhost:3306/jdbccrud'
""2021-12-14 16:38:32 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
""2021-12-14 16:38:32 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
""2021-12-14 16:38:33 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9899 (http) with context path ''
""2021-12-14 16:38:33 [restartedMain] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Context refreshed
""2021-12-14 16:38:33 [restartedMain] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
""2021-12-14 16:38:33 [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
""2021-12-14 16:38:33 [restartedMain] INFO  c.s.jdbc.TeachersJdbcApplication - Started TeachersJdbcApplication in 2.856 seconds (JVM running for 3.646)
""2021-12-14 16:40:53 [http-nio-9899-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
""2021-12-14 16:40:53 [http-nio-9899-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
""2021-12-14 16:40:53 [http-nio-9899-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
""2021-12-14 16:41:52 [restartedMain] INFO  c.s.jdbc.TeachersJdbcApplication - Starting TeachersJdbcApplication using Java 1.8.0_271 on DESKTOP-TUF68GU with PID 23800 (C:\Users\DADAK\Redbaton\Uniphore\umr-acw-services\TeachersJDBC+SB+Swagger&&Loger\target\classes started by DADAK in C:\Users\DADAK\Redbaton\Uniphore\umr-acw-services\TeachersJDBC+SB+Swagger&&Loger)
""2021-12-14 16:41:52 [restartedMain] INFO  c.s.jdbc.TeachersJdbcApplication - No active profile set, falling back to default profiles: default
""2021-12-14 16:41:52 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
""2021-12-14 16:41:52 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
""2021-12-14 16:41:52 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JDBC repositories in DEFAULT mode.
""2021-12-14 16:41:52 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 6 ms. Found 0 JDBC repository interfaces.
""2021-12-14 16:41:53 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9899 (http)
""2021-12-14 16:41:53 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2021-12-14 16:41:53 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.55]
""2021-12-14 16:41:53 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2021-12-14 16:41:53 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1284 ms
""2021-12-14 16:41:53 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
""2021-12-14 16:41:53 [restartedMain] WARN  c.z.hikari.util.DriverDataSource - Registered driver with driverClassName=com.mysql.jdbc.Driver was not found, trying direct instantiation.
""2021-12-14 16:41:53 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
""2021-12-14 16:41:53 [restartedMain] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:mysql://localhost:3306/jdbccrud'
""2021-12-14 16:41:54 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
""2021-12-14 16:41:54 [restartedMain] WARN  o.s.b.d.a.OptionalLiveReloadServer - Unable to start LiveReload server
""2021-12-14 16:41:54 [restartedMain] WARN  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.context.ApplicationContextException: Failed to start bean 'webServerStartStop'; nested exception is org.springframework.boot.web.server.PortInUseException: Port 9899 is already in use
""2021-12-14 16:41:54 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
""2021-12-14 16:41:54 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
""2021-12-14 16:41:54 [restartedMain] INFO  o.a.catalina.core.StandardService - Stopping service [Tomcat]
""2021-12-14 16:41:54 [restartedMain] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
""2021-12-14 16:41:54 [restartedMain] ERROR o.s.b.d.LoggingFailureAnalysisReporter - 

***************************
APPLICATION FAILED TO START
***************************

Description:

Web server failed to start. Port 9899 was already in use.

Action:

Identify and stop the process that's listening on port 9899 or configure this application to listen on another port.

""2021-12-14 16:42:13 [Thread-6] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
""2021-12-14 16:42:13 [Thread-6] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
""2021-12-14 16:42:13 [restartedMain] INFO  c.s.jdbc.TeachersJdbcApplication - Starting TeachersJdbcApplication using Java 1.8.0_271 on DESKTOP-TUF68GU with PID 24308 (C:\Users\DADAK\Redbaton\Uniphore\umr-acw-services\TeachersJDBC+SB+Swagger&&Loger\target\classes started by DADAK in C:\Users\DADAK\Redbaton\Uniphore\umr-acw-services\TeachersJDBC+SB+Swagger&&Loger)
""2021-12-14 16:42:13 [restartedMain] INFO  c.s.jdbc.TeachersJdbcApplication - No active profile set, falling back to default profiles: default
""2021-12-14 16:42:13 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JDBC repositories in DEFAULT mode.
""2021-12-14 16:42:13 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 3 ms. Found 0 JDBC repository interfaces.
""2021-12-14 16:42:13 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9899 (http)
""2021-12-14 16:42:13 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2021-12-14 16:42:13 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.55]
""2021-12-14 16:42:13 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2021-12-14 16:42:13 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 376 ms
""2021-12-14 16:42:13 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Starting...
""2021-12-14 16:42:13 [restartedMain] WARN  c.z.hikari.util.DriverDataSource - Registered driver with driverClassName=com.mysql.jdbc.Driver was not found, trying direct instantiation.
""2021-12-14 16:42:13 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Start completed.
""2021-12-14 16:42:13 [restartedMain] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:mysql://localhost:3306/jdbccrud'
""2021-12-14 16:42:14 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
""2021-12-14 16:42:14 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
""2021-12-14 16:42:14 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9899 (http) with context path ''
""2021-12-14 16:42:14 [restartedMain] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Context refreshed
""2021-12-14 16:42:14 [restartedMain] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
""2021-12-14 16:42:14 [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
""2021-12-14 16:42:14 [restartedMain] INFO  c.s.jdbc.TeachersJdbcApplication - Started TeachersJdbcApplication in 0.653 seconds (JVM running for 224.504)
""2021-12-14 16:42:14 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
""2021-12-14 16:42:16 [Thread-13] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown initiated...
""2021-12-14 16:42:16 [Thread-13] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown completed.
""2021-12-14 16:42:16 [restartedMain] INFO  c.s.jdbc.TeachersJdbcApplication - Starting TeachersJdbcApplication using Java 1.8.0_271 on DESKTOP-TUF68GU with PID 24308 (C:\Users\DADAK\Redbaton\Uniphore\umr-acw-services\TeachersJDBC+SB+Swagger&&Loger\target\classes started by DADAK in C:\Users\DADAK\Redbaton\Uniphore\umr-acw-services\TeachersJDBC+SB+Swagger&&Loger)
""2021-12-14 16:42:16 [restartedMain] DEBUG c.s.jdbc.TeachersJdbcApplication - Running with Spring Boot v2.5.7, Spring v5.3.13
""2021-12-14 16:42:16 [restartedMain] INFO  c.s.jdbc.TeachersJdbcApplication - No active profile set, falling back to default profiles: default
""2021-12-14 16:42:17 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JDBC repositories in DEFAULT mode.
""2021-12-14 16:42:17 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 2 ms. Found 0 JDBC repository interfaces.
""2021-12-14 16:42:17 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9899 (http)
""2021-12-14 16:42:17 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2021-12-14 16:42:17 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.55]
""2021-12-14 16:42:17 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2021-12-14 16:42:17 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 301 ms
""2021-12-14 16:42:17 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-3 - Starting...
""2021-12-14 16:42:17 [restartedMain] WARN  c.z.hikari.util.DriverDataSource - Registered driver with driverClassName=com.mysql.jdbc.Driver was not found, trying direct instantiation.
""2021-12-14 16:42:17 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-3 - Start completed.
""2021-12-14 16:42:17 [restartedMain] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:mysql://localhost:3306/jdbccrud'
""2021-12-14 16:42:17 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
""2021-12-14 16:42:17 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
""2021-12-14 16:42:17 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9899 (http) with context path ''
""2021-12-14 16:42:17 [restartedMain] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Context refreshed
""2021-12-14 16:42:17 [restartedMain] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
""2021-12-14 16:42:17 [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
""2021-12-14 16:42:17 [restartedMain] INFO  c.s.jdbc.TeachersJdbcApplication - Started TeachersJdbcApplication in 0.554 seconds (JVM running for 227.744)
""2021-12-14 16:42:17 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
""2021-12-14 16:42:22 [restartedMain] INFO  c.s.jdbc.TeachersJdbcApplication - Starting TeachersJdbcApplication using Java 1.8.0_271 on DESKTOP-TUF68GU with PID 15732 (C:\Users\DADAK\Redbaton\Uniphore\umr-acw-services\TeachersJDBC+SB+Swagger&&Loger\target\classes started by DADAK in C:\Users\DADAK\Redbaton\Uniphore\umr-acw-services\TeachersJDBC+SB+Swagger&&Loger)
